IDDE;DNI1;DNI2;PERIODO;ID_SERVI;NOMBRE_SERVI;CODI_SENTI;PATENTE;CODI_EXPE;FECH_CHI;FECH_UTC;POSI_PUNTO;LATITUD;LONGITUD;VELOCIDAD;PASO_HORA_CHL;PASO_HORA_UTC;PERIODO_HORA;VALIDA;EXTRA
FLHK59-01/06/2021 15:06:42-1;96711420;77130027;202106;376;104;0;FLHK59;22574402;01/06/2021 15:06:42;01/06/2021 19:06:42;1;-23,550727;-70,388277;22;01/06/2021 15:06:42;01/06/2021 19:06:42;15;1;0
FLHK59-01/06/2021 16:48:35-2;96711420;77130027;202106;376;104;1;FLHK59;22580515;01/06/2021 16:48:35;01/06/2021 20:48:35;2;-23,702830;-70,423678;62;01/06/2021 16:48:35;01/06/2021 20:48:35;16;1;0
FLHK59-01/06/2021 16:48:35-29;96711420;77130027;202106;376;104;1;FLHK59;22580515;01/06/2021 16:48:35;01/06/2021 20:48:35;29;-23,554945;-70,391347;0;01/06/2021 18:46:07;01/06/2021 22:46:07;16;1;0
HLDF69-01/06/2021 07:47:32-1;96711420;77130027;202106;376;104;0;HLDF69;22548052;01/06/2021 07:47:32;01/06/2021 11:47:32;1;-23,550437;-70,386847;30;01/06/2021 07:47:32;01/06/2021 11:47:32;07;0;0
HLDF69-01/06/2021 07:47:32-2;96711420;77130027;202106;376;104;0;HLDF69;22548052;01/06/2021 07:47:32;01/06/2021 11:47:32;2;-23,560130;-70,391168;44;01/06/2021 07:50:33;01/06/2021 11:50:33;07;0;0
HLDF69-01/06/2021 07:47:32-18;96711420;77130027;202106;376;104;0;HLDF69;22548052;01/06/2021 07:47:32;01/06/2021 11:47:32;18;-23,735423;-70,440530;48;01/06/2021 09:18:02;01/06/2021 13:18:02;07;0;0
HLDF69-01/06/2021 11:16:03-1;96711420;77130027;202106;376;104;0;HLDF69;22560563;01/06/2021 11:16:03;01/06/2021 15:16:03;1;-23,550438;-70,386648;32;01/06/2021 11:16:03;01/06/2021 15:16:03;11;1;0
HLDF69-01/06/2021 12:57:04-2;96711420;77130027;202106;376;104;1;HLDF69;22566624;01/06/2021 12:57:04;01/06/2021 16:57:04;2;-23,701667;-70,423253;25;01/06/2021 12:57:04;01/06/2021 16:57:04;12;1;0
HLDF69-01/06/2021 12:57:04-29;96711420;77130027;202106;376;104;1;HLDF69;22566624;01/06/2021 12:57:04;01/06/2021 16:57:04;29;-23,555103;-70,391245;56;01/06/2021 14:25:04;01/06/2021 18:25:04;12;1;0
HLDF69-01/06/2021 14:45:35-1;96711420;77130027;202106;376;104;0;HLDF69;22573135;01/06/2021 14:45:35;01/06/2021 18:45:35;1;-23,550597;-70,387943;24;01/06/2021 14:45:35;01/06/2021 18:45:35;14;1;0
HLDF69-01/06/2021 14:45:35-2;96711420;77130027;202106;376;104;0;HLDF69;22573135;01/06/2021 14:45:35;01/06/2021 18:45:35;2;-23,560280;-70,391173;52;01/06/2021 14:48:05;01/06/2021 18:48:05;14;1;0
HLDF69-01/06/2021 16:22:06-1;96711420;77130027;202106;376;104;1;HLDF69;22578926;01/06/2021 16:22:06;01/06/2021 20:22:06;1;-23,735307;-70,440443;47;01/06/2021 16:22:06;01/06/2021 20:22:06;16;1;0
HLDF69-01/06/2021 18:14:09-1;96711420;77130027;202106;376;104;0;HLDF69;22585649;01/06/2021 18:14:09;01/06/2021 22:14:09;1;-23,550513;-70,387073;32;01/06/2021 18:14:09;01/06/2021 22:14:09;18;0;0
HLDF69-01/06/2021 18:14:09-2;96711420;77130027;202106;376;104;0;HLDF69;22585649;01/06/2021 18:14:09;01/06/2021 22:14:09;2;-23,558918;-70,391210;21;01/06/2021 18:19:09;01/06/2021 22:19:09;18;0;0
HLDF69-01/06/2021 18:14:09-18;96711420;77130027;202106;376;104;0;HLDF69;22585649;01/06/2021 18:14:09;01/06/2021 22:14:09;18;-23,734707;-70,440230;56;01/06/2021 19:52:32;01/06/2021 23:52:32;18;0;0
HLDF69-01/06/2021 19:54:32-1;96711420;77130027;202106;376;104;1;HLDF69;22591672;01/06/2021 19:54:32;01/06/2021 23:54:32;1;-23,735397;-70,440473;48;01/06/2021 19:54:32;01/06/2021 23:54:32;19;1;0
HLDF69-01/06/2021 19:54:32-2;96711420;77130027;202106;376;104;1;HLDF69;22591672;01/06/2021 19:54:32;01/06/2021 23:54:32;2;-23,702607;-70,423593;58;01/06/2021 20:00:31;02/06/2021 00:00:31;19;1;0
JRKG10-01/06/2021 06:42:04-1;96711420;77130027;202106;376;104;0;JRKG10;22544124;01/06/2021 06:42:04;01/06/2021 10:42:04;1;-23,550485;-70,387403;23;01/06/2021 06:42:04;01/06/2021 10:42:04;06;0;0
JRKG10-01/06/2021 06:42:04-2;96711420;77130027;202106;376;104;0;JRKG10;22544124;01/06/2021 06:42:04;01/06/2021 10:42:04;2;-23,560207;-70,391183;44;01/06/2021 06:44:34;01/06/2021 10:44:34;06;0;0
JRKG10-01/06/2021 06:42:04-18;96711420;77130027;202106;376;104;0;JRKG10;22544124;01/06/2021 06:42:04;01/06/2021 10:42:04;18;-23,734538;-70,440177;63;01/06/2021 08:12:06;01/06/2021 12:12:06;06;0;0
JRKG10-01/06/2021 10:06:01-1;96711420;77130027;202106;376;104;0;JRKG10;22556361;01/06/2021 10:06:01;01/06/2021 14:06:01;1;-23,550500;-70,387370;13;01/06/2021 10:06:01;01/06/2021 14:06:01;10;1;0
JRKG10-01/06/2021 10:06:01-2;96711420;77130027;202106;376;104;0;JRKG10;22556361;01/06/2021 10:06:01;01/06/2021 14:06:01;2;-23,560152;-70,391167;54;01/06/2021 10:09:11;01/06/2021 14:09:11;10;1;0
JRKG10-01/06/2021 13:41:40-1;96711420;77130027;202106;376;104;0;JRKG10;22569300;01/06/2021 13:41:40;01/06/2021 17:41:40;1;-23,550703;-70,388195;36;01/06/2021 13:41:40;01/06/2021 17:41:40;13;1;0
JRKG10-01/06/2021 13:41:40-2;96711420;77130027;202106;376;104;0;JRKG10;22569300;01/06/2021 13:41:40;01/06/2021 17:41:40;2;-23,560255;-70,391127;37;01/06/2021 13:44:31;01/06/2021 17:44:31;13;1;0
JRKG10-01/06/2021 15:17:08-1;96711420;77130027;202106;376;104;1;JRKG10;22575028;01/06/2021 15:17:08;01/06/2021 19:17:08;1;-23,735872;-70,440642;32;01/06/2021 15:17:08;01/06/2021 19:17:08;15;1;0
JRKG10-01/06/2021 17:20:11-1;96711420;77130027;202106;376;104;0;JRKG10;22582411;01/06/2021 17:20:11;01/06/2021 21:20:11;1;-23,550425;-70,386622;15;01/06/2021 17:20:11;01/06/2021 21:20:11;17;1;0
JRKG10-01/06/2021 17:20:11-2;96711420;77130027;202106;376;104;0;JRKG10;22582411;01/06/2021 17:20:11;01/06/2021 21:20:11;2;-23,560358;-70,391160;45;01/06/2021 17:25:01;01/06/2021 21:25:01;17;1;0
JRKG10-01/06/2021 19:02:00-2;96711420;77130027;202106;376;104;1;JRKG10;22588520;01/06/2021 19:02:00;01/06/2021 23:02:00;2;-23,701942;-70,423370;0;01/06/2021 19:02:00;01/06/2021 23:02:00;19;1;0
LBFZ50-01/06/2021 06:21:33-1;96711420;77130027;202106;376;104;0;LBFZ50;22542893;01/06/2021 06:21:33;01/06/2021 10:21:33;1;-23,550460;-70,386872;16;01/06/2021 06:21:33;01/06/2021 10:21:33;06;1;0
LBFZ50-01/06/2021 06:21:33-2;96711420;77130027;202106;376;104;0;LBFZ50;22542893;01/06/2021 06:21:33;01/06/2021 10:21:33;2;-23,560020;-70,391153;29;01/06/2021 06:26:03;01/06/2021 10:26:03;06;1;0
LBFZ50-01/06/2021 07:53:33-1;96711420;77130027;202106;376;104;1;LBFZ50;22548413;01/06/2021 07:53:33;01/06/2021 11:53:33;1;-23,735792;-70,440652;43;01/06/2021 07:53:33;01/06/2021 11:53:33;07;1;0
LBFZ50-01/06/2021 07:53:33-29;96711420;77130027;202106;376;104;1;LBFZ50;22548413;01/06/2021 07:53:33;01/06/2021 11:53:33;29;-23,555167;-70,391280;55;01/06/2021 09:32:01;01/06/2021 13:32:01;07;1;0
LBFZ50-01/06/2021 09:51:30-1;96711420;77130027;202106;376;104;0;LBFZ50;22555490;01/06/2021 09:51:30;01/06/2021 13:51:30;1;-23,550532;-70,387623;0;01/06/2021 09:51:30;01/06/2021 13:51:30;09;1;0
LBFZ50-01/06/2021 09:51:30-18;96711420;77130027;202106;376;104;0;LBFZ50;22555490;01/06/2021 09:51:30;01/06/2021 13:51:30;18;-23,734187;-70,439925;30;01/06/2021 11:17:33;01/06/2021 15:17:33;09;1;0
LBFZ50-01/06/2021 11:31:34-2;96711420;77130027;202106;376;104;1;LBFZ50;22561494;01/06/2021 11:31:34;01/06/2021 15:31:34;2;-23,702043;-70,423380;26;01/06/2021 11:31:34;01/06/2021 15:31:34;11;1;0
LBFZ50-01/06/2021 13:25:38-1;96711420;77130027;202106;376;104;0;LBFZ50;22568338;01/06/2021 13:25:38;01/06/2021 17:25:38;1;-23,550503;-70,387132;33;01/06/2021 13:25:38;01/06/2021 17:25:38;13;0;0
LBFZ50-01/06/2021 13:25:38-2;96711420;77130027;202106;376;104;0;LBFZ50;22568338;01/06/2021 13:25:38;01/06/2021 17:25:38;2;-23,558852;-70,391187;28;01/06/2021 13:29:09;01/06/2021 17:29:09;13;0;0
LBFZ50-01/06/2021 13:25:38-18;96711420;77130027;202106;376;104;0;LBFZ50;22568338;01/06/2021 13:25:38;01/06/2021 17:25:38;18;-23,734688;-70,440317;36;01/06/2021 14:52:36;01/06/2021 18:52:36;13;0;0
LBFZ50-01/06/2021 15:07:00-2;96711420;77130027;202106;376;104;1;LBFZ50;22574420;01/06/2021 15:07:00;01/06/2021 19:07:00;2;-23,702142;-70,423435;54;01/06/2021 15:07:00;01/06/2021 19:07:00;15;1;0
LBFZ50-01/06/2021 15:07:00-29;96711420;77130027;202106;376;104;1;LBFZ50;22574420;01/06/2021 15:07:00;01/06/2021 19:07:00;29;-23,555163;-70,391378;49;01/06/2021 16:38:31;01/06/2021 20:38:31;15;1;0
GSZY26-01/06/2021 08:04:05-1;96711420;77130027;202106;376;104;0;GSZY26;22549045;01/06/2021 08:04:05;01/06/2021 12:04:05;1;-23,550485;-70,387335;7;01/06/2021 08:04:05;01/06/2021 12:04:05;08;1;0
GSZY26-01/06/2021 11:40:35-1;96711420;77130027;202106;376;104;0;GSZY26;22562035;01/06/2021 11:40:35;01/06/2021 15:40:35;1;-23,550480;-70,387122;22;01/06/2021 11:40:35;01/06/2021 15:40:35;11;1;0
GSZY26-01/06/2021 11:40:35-2;96711420;77130027;202106;376;104;0;GSZY26;22562035;01/06/2021 11:40:35;01/06/2021 15:40:35;2;-23,559733;-70,391167;52;01/06/2021 11:44:06;01/06/2021 15:44:06;11;1;0
GSZY26-01/06/2021 13:16:07-1;96711420;77130027;202106;376;104;1;GSZY26;22567767;01/06/2021 13:16:07;01/06/2021 17:16:07;1;-23,735265;-70,440422;37;01/06/2021 13:16:07;01/06/2021 17:16:07;13;0;0
GSZY26-01/06/2021 13:16:07-2;96711420;77130027;202106;376;104;1;GSZY26;22567767;01/06/2021 13:16:07;01/06/2021 17:16:07;2;-23,703033;-70,423777;25;01/06/2021 13:22:39;01/06/2021 17:22:39;13;0;0
GSZY26-01/06/2021 13:16:07-29;96711420;77130027;202106;376;104;1;GSZY26;22567767;01/06/2021 13:16:07;01/06/2021 17:16:07;29;-23,555668;-70,391222;27;01/06/2021 14:51:31;01/06/2021 18:51:31;13;0;0
GSZY26-01/06/2021 15:11:00-1;96711420;77130027;202106;376;104;0;GSZY26;22574660;01/06/2021 15:11:00;01/06/2021 19:11:00;1;-23,550527;-70,387633;11;01/06/2021 15:11:00;01/06/2021 19:11:00;15;1;0
GSZY26-01/06/2021 15:11:00-2;96711420;77130027;202106;376;104;0;GSZY26;22574660;01/06/2021 15:11:00;01/06/2021 19:11:00;2;-23,558863;-70,391227;33;01/06/2021 15:13:32;01/06/2021 19:13:32;15;1;0
GSZY26-01/06/2021 16:47:32-1;96711420;77130027;202106;376;104;1;GSZY26;22580452;01/06/2021 16:47:32;01/06/2021 20:47:32;1;-23,735830;-70,440622;37;01/06/2021 16:47:32;01/06/2021 20:47:32;16;1;0
GSZY26-01/06/2021 16:47:32-29;96711420;77130027;202106;376;104;1;GSZY26;22580452;01/06/2021 16:47:32;01/06/2021 20:47:32;29;-23,555320;-70,391245;43;01/06/2021 18:44:36;01/06/2021 22:44:36;16;1;0
GSZY26-01/06/2021 18:58:07-1;96711420;77130027;202106;376;104;0;GSZY26;22588287;01/06/2021 18:58:07;01/06/2021 22:58:07;1;-23,550465;-70,386523;0;01/06/2021 18:58:07;01/06/2021 22:58:07;18;1;0
GSZY26-01/06/2021 18:58:07-2;96711420;77130027;202106;376;104;0;GSZY26;22588287;01/06/2021 18:58:07;01/06/2021 22:58:07;2;-23,558620;-70,391160;19;01/06/2021 19:03:06;01/06/2021 23:03:06;18;1;0
JCGC63-01/06/2021 05:35:38-1;96711420;77130027;202106;376;104;0;JCGC63;22540138;01/06/2021 05:35:38;01/06/2021 09:35:38;1;-23,550590;-70,388017;29;01/06/2021 05:35:38;01/06/2021 09:35:38;05;1;0
JCGC63-01/06/2021 05:35:38-2;96711420;77130027;202106;376;104;0;JCGC63;22540138;01/06/2021 05:35:38;01/06/2021 09:35:38;2;-23,560023;-70,391182;46;01/06/2021 05:40:08;01/06/2021 09:40:08;05;1;0
JCGC63-01/06/2021 07:13:36-1;96711420;77130027;202106;376;104;1;JCGC63;22546016;01/06/2021 07:13:36;01/06/2021 11:13:36;1;-23,735863;-70,440618;35;01/06/2021 07:13:36;01/06/2021 11:13:36;07;1;0
JCGC63-01/06/2021 07:13:36-29;96711420;77130027;202106;376;104;1;JCGC63;22546016;01/06/2021 07:13:36;01/06/2021 11:13:36;29;-23,555593;-70,391260;51;01/06/2021 08:49:05;01/06/2021 12:49:05;07;1;0
JCGC63-01/06/2021 09:01:05-1;96711420;77130027;202106;376;104;0;JCGC63;22552465;01/06/2021 09:01:05;01/06/2021 13:01:05;1;-23,550447;-70,386980;17;01/06/2021 09:01:05;01/06/2021 13:01:05;09;1;0
JCGC63-01/06/2021 10:43:35-2;96711420;77130027;202106;376;104;1;JCGC63;22558615;01/06/2021 10:43:35;01/06/2021 14:43:35;2;-23,701678;-70,423263;27;01/06/2021 10:43:35;01/06/2021 14:43:35;10;1;0
JCGC63-01/06/2021 10:43:35-29;96711420;77130027;202106;376;104;1;JCGC63;22558615;01/06/2021 10:43:35;01/06/2021 14:43:35;29;-23,556188;-70,391200;40;01/06/2021 12:13:37;01/06/2021 16:13:37;10;1;0
JCGC63-01/06/2021 12:41:07-1;96711420;77130027;202106;376;104;0;JCGC63;22565667;01/06/2021 12:41:07;01/06/2021 16:41:07;1;-23,550453;-70,386820;17;01/06/2021 12:41:07;01/06/2021 16:41:07;12;1;0
JCGC63-01/06/2021 12:41:07-2;96711420;77130027;202106;376;104;0;JCGC63;22565667;01/06/2021 12:41:07;01/06/2021 16:41:07;2;-23,559227;-70,391178;32;01/06/2021 12:44:08;01/06/2021 16:44:08;12;1;0
JCGC63-01/06/2021 14:22:08-2;96711420;77130027;202106;376;104;1;JCGC63;22571728;01/06/2021 14:22:08;01/06/2021 18:22:08;2;-23,702562;-70,423558;63;01/06/2021 14:22:08;01/06/2021 18:22:08;14;1;0
JCGC63-01/06/2021 16:09:37-1;96711420;77130027;202106;376;104;0;JCGC63;22578177;01/06/2021 16:09:37;01/06/2021 20:09:37;1;-23,550538;-70,387835;20;01/06/2021 16:09:37;01/06/2021 20:09:37;16;1;0
JCGC63-01/06/2021 16:09:37-18;96711420;77130027;202106;376;104;0;JCGC63;22578177;01/06/2021 16:09:37;01/06/2021 20:09:37;18;-23,734907;-70,440348;42;01/06/2021 17:37:30;01/06/2021 21:37:30;16;1;0
JCGC63-01/06/2021 17:43:33-1;96711420;77130027;202106;376;104;1;JCGC63;22583813;01/06/2021 17:43:33;01/06/2021 21:43:33;1;-23,735905;-70,440640;44;01/06/2021 17:43:33;01/06/2021 21:43:33;17;0;0
JCGC63-01/06/2021 17:43:33-2;96711420;77130027;202106;376;104;1;JCGC63;22583813;01/06/2021 17:43:33;01/06/2021 21:43:33;2;-23,701972;-70,423373;0;01/06/2021 17:50:37;01/06/2021 21:50:37;17;0;0
JCGC63-01/06/2021 17:43:33-29;96711420;77130027;202106;376;104;1;JCGC63;22583813;01/06/2021 17:43:33;01/06/2021 21:43:33;29;-23,556303;-70,391182;56;01/06/2021 19:31:38;01/06/2021 23:31:38;17;0;0
HYCZ32-01/06/2021 07:26:37-1;96711420;77130027;202106;376;104;0;HYCZ32;22546797;01/06/2021 07:26:37;01/06/2021 11:26:37;1;-23,550405;-70,386882;23;01/06/2021 07:26:37;01/06/2021 11:26:37;07;1;0
HYCZ32-01/06/2021 07:26:37-2;96711420;77130027;202106;376;104;0;HYCZ32;22546797;01/06/2021 07:26:37;01/06/2021 11:26:37;2;-23,559997;-70,391210;26;01/06/2021 07:30:08;01/06/2021 11:30:08;07;1;0
HYCZ32-01/06/2021 09:07:00-2;96711420;77130027;202106;376;104;1;HYCZ32;22552820;01/06/2021 09:07:00;01/06/2021 13:07:00;2;-23,702893;-70,423672;54;01/06/2021 09:07:00;01/06/2021 13:07:00;09;1;0
HYCZ32-01/06/2021 09:07:00-29;96711420;77130027;202106;376;104;1;HYCZ32;22552820;01/06/2021 09:07:00;01/06/2021 13:07:00;29;-23,555892;-70,391202;28;01/06/2021 10:38:31;01/06/2021 14:38:31;09;1;0
HYCZ32-01/06/2021 10:51:07-1;96711420;77130027;202106;376;104;0;HYCZ32;22559067;01/06/2021 10:51:07;01/06/2021 14:51:07;1;-23,550585;-70,388010;23;01/06/2021 10:51:07;01/06/2021 14:51:07;10;1;0
HYCZ32-01/06/2021 10:51:07-2;96711420;77130027;202106;376;104;0;HYCZ32;22559067;01/06/2021 10:51:07;01/06/2021 14:51:07;2;-23,558858;-70,391253;33;01/06/2021 10:53:38;01/06/2021 14:53:38;10;1;0
HYCZ32-01/06/2021 12:32:07-2;96711420;77130027;202106;376;104;1;HYCZ32;22565127;01/06/2021 12:32:07;01/06/2021 16:32:07;2;-23,701902;-70,423318;39;01/06/2021 12:32:07;01/06/2021 16:32:07;12;1;0
HYCZ32-01/06/2021 12:32:07-29;96711420;77130027;202106;376;104;1;HYCZ32;22565127;01/06/2021 12:32:07;01/06/2021 16:32:07;29;-23,555818;-70,391197;58;01/06/2021 14:02:41;01/06/2021 18:02:41;12;1;0
HYCZ32-01/06/2021 14:22:08-1;96711420;77130027;202106;376;104;0;HYCZ32;22571728;01/06/2021 14:22:08;01/06/2021 18:22:08;1;-23,550432;-70,386643;40;01/06/2021 14:22:08;01/06/2021 18:22:08;14;1;0
HYCZ32-01/06/2021 17:38:09-29;96711420;77130027;202106;376;104;1;HYCZ32;22583489;01/06/2021 17:38:09;01/06/2021 21:38:09;29;-23,555290;-70,391223;28;01/06/2021 17:38:09;01/06/2021 21:38:09;17;1;0
ZJ7624-01/06/2021 08:44:08-1;96711420;77130027;202106;376;104;0;ZJ7624;22551448;01/06/2021 08:44:08;01/06/2021 12:44:08;1;-23,550593;-70,387957;19;01/06/2021 08:44:08;01/06/2021 12:44:08;08;1;0
ZJ7624-01/06/2021 10:24:39-2;96711420;77130027;202106;376;104;1;ZJ7624;22557479;01/06/2021 10:24:39;01/06/2021 14:24:39;2;-23,701625;-70,423288;45;01/06/2021 10:24:39;01/06/2021 14:24:39;10;1;0
ZJ7624-01/06/2021 10:24:39-29;96711420;77130027;202106;376;104;1;ZJ7624;22557479;01/06/2021 10:24:39;01/06/2021 14:24:39;29;-23,555158;-70,391305;44;01/06/2021 11:56:38;01/06/2021 15:56:38;10;1;0
ZJ7624-01/06/2021 12:31:03-1;96711420;77130027;202106;376;104;0;ZJ7624;22565063;01/06/2021 12:31:03;01/06/2021 16:31:03;1;-23,550520;-70,387418;26;01/06/2021 12:31:03;01/06/2021 16:31:03;12;1;0
ZJ7624-01/06/2021 14:06:02-1;96711420;77130027;202106;376;104;1;ZJ7624;22570762;01/06/2021 14:06:02;01/06/2021 18:06:02;1;-23,734938;-70,440337;38;01/06/2021 14:06:02;01/06/2021 18:06:02;14;1;0
ZJ7624-01/06/2021 14:06:02-29;96711420;77130027;202106;376;104;1;ZJ7624;22570762;01/06/2021 14:06:02;01/06/2021 18:06:02;29;-23,556203;-70,391240;58;01/06/2021 15:42:31;01/06/2021 19:42:31;14;1;0
ZJ7624-01/06/2021 15:56:08-1;96711420;77130027;202106;376;104;0;ZJ7624;22577368;01/06/2021 15:56:08;01/06/2021 19:56:08;1;-23,550460;-70,386832;11;01/06/2021 15:56:08;01/06/2021 19:56:08;15;0;0
ZJ7624-01/06/2021 15:56:08-2;96711420;77130027;202106;376;104;0;ZJ7624;22577368;01/06/2021 15:56:08;01/06/2021 19:56:08;2;-23,558658;-70,391225;48;01/06/2021 15:59:07;01/06/2021 19:59:07;15;0;0
ZJ7624-01/06/2021 15:56:08-18;96711420;77130027;202106;376;104;0;ZJ7624;22577368;01/06/2021 15:56:08;01/06/2021 19:56:08;18;-23,734278;-70,439955;55;01/06/2021 17:26:31;01/06/2021 21:26:31;15;0;0
ZJ7624-01/06/2021 17:35:32-2;96711420;77130027;202106;376;104;1;ZJ7624;22583332;01/06/2021 17:35:32;01/06/2021 21:35:32;2;-23,702035;-70,423420;49;01/06/2021 17:35:32;01/06/2021 21:35:32;17;1;0
ZJ7624-01/06/2021 17:35:32-29;96711420;77130027;202106;376;104;1;ZJ7624;22583332;01/06/2021 17:35:32;01/06/2021 21:35:32;29;-23,555200;-70,391362;46;01/06/2021 19:25:32;01/06/2021 23:25:32;17;1;0
JBHR92-01/06/2021 07:22:06-1;96711420;77130027;202106;376;104;0;JBHR92;22546526;01/06/2021 07:22:06;01/06/2021 11:22:06;1;-23,550555;-70,387812;26;01/06/2021 07:22:06;01/06/2021 11:22:06;07;1;0
JBHR92-01/06/2021 07:22:06-2;96711420;77130027;202106;376;104;0;JBHR92;22546526;01/06/2021 07:22:06;01/06/2021 11:22:06;2;-23,558870;-70,391235;34;01/06/2021 07:25:08;01/06/2021 11:25:08;07;1;0
JBHR92-01/06/2021 08:58:30-1;96711420;77130027;202106;376;104;1;JBHR92;22552310;01/06/2021 08:58:30;01/06/2021 12:58:30;1;-23,735375;-70,440487;41;01/06/2021 08:58:30;01/06/2021 12:58:30;08;1;0
JBHR92-01/06/2021 08:58:30-29;96711420;77130027;202106;376;104;1;JBHR92;22552310;01/06/2021 08:58:30;01/06/2021 12:58:30;29;-23,555722;-70,391253;43;01/06/2021 10:32:38;01/06/2021 14:32:38;08;1;0
JBHR92-01/06/2021 12:21:43-1;96711420;77130027;202106;376;104;1;JBHR92;22564503;01/06/2021 12:21:43;01/06/2021 16:21:43;1;-23,734978;-70,440350;0;01/06/2021 12:21:43;01/06/2021 16:21:43;12;1;0
JBHR92-01/06/2021 14:16:31-1;96711420;77130027;202106;376;104;0;JBHR92;22571391;01/06/2021 14:16:31;01/06/2021 18:16:31;1;-23,550573;-70,387840;27;01/06/2021 14:16:31;01/06/2021 18:16:31;14;1;0
JBHR92-01/06/2021 14:16:31-2;96711420;77130027;202106;376;104;0;JBHR92;22571391;01/06/2021 14:16:31;01/06/2021 18:16:31;2;-23,560005;-70,391240;34;01/06/2021 14:19:03;01/06/2021 18:19:03;14;1;0
JBHR92-01/06/2021 15:51:02-1;96711420;77130027;202106;376;104;1;JBHR92;22577062;01/06/2021 15:51:02;01/06/2021 19:51:02;1;-23,735450;-70,440510;33;01/06/2021 15:51:02;01/06/2021 19:51:02;15;0;0
JBHR92-01/06/2021 15:51:02-2;96711420;77130027;202106;376;104;1;JBHR92;22577062;01/06/2021 15:51:02;01/06/2021 19:51:02;2;-23,701882;-70,423362;45;01/06/2021 15:56:33;01/06/2021 19:56:33;15;0;0
JBHR92-01/06/2021 15:51:02-29;96711420;77130027;202106;376;104;1;JBHR92;22577062;01/06/2021 15:51:02;01/06/2021 19:51:02;29;-23,555130;-70,391262;62;01/06/2021 17:31:07;01/06/2021 21:31:07;15;0;0
JBHR92-01/06/2021 17:41:33-1;96711420;77130027;202106;376;104;0;JBHR92;22583693;01/06/2021 17:41:33;01/06/2021 21:41:33;1;-23,550605;-70,387995;31;01/06/2021 17:41:33;01/06/2021 21:41:33;17;1;0
JBHR92-01/06/2021 17:41:33-2;96711420;77130027;202106;376;104;0;JBHR92;22583693;01/06/2021 17:41:33;01/06/2021 21:41:33;2;-23,559233;-70,391217;37;01/06/2021 17:44:15;01/06/2021 21:44:15;17;1;0
JBHR92-01/06/2021 19:26:32-2;96711420;77130027;202106;376;104;1;JBHR92;22589992;01/06/2021 19:26:32;01/06/2021 23:26:32;2;-23,701418;-70,423193;60;01/06/2021 19:26:32;01/06/2021 23:26:32;19;1;0
JBHR92-01/06/2021 19:26:32-29;96711420;77130027;202106;376;104;1;JBHR92;22589992;01/06/2021 19:26:32;01/06/2021 23:26:32;29;-23,554838;-70,391213;49;01/06/2021 20:48:33;02/06/2021 00:48:33;19;1;0
LBGG46-01/06/2021 08:33:34-18;96711420;77130027;202106;376;104;0;LBGG46;22550814;01/06/2021 08:33:34;01/06/2021 12:33:34;18;-23,734213;-70,439925;41;01/06/2021 08:33:34;01/06/2021 12:33:34;08;1;0
LBGG46-01/06/2021 08:46:00-2;96711420;77130027;202106;376;104;1;LBGG46;22551560;01/06/2021 08:46:00;01/06/2021 12:46:00;2;-23,702878;-70,423715;52;01/06/2021 08:46:00;01/06/2021 12:46:00;08;1;0
LBGG46-01/06/2021 10:32:02-1;96711420;77130027;202106;376;104;0;LBGG46;22557922;01/06/2021 10:32:02;01/06/2021 14:32:02;1;-23,550518;-70,387570;8;01/06/2021 10:32:02;01/06/2021 14:32:02;10;1;0
LBGG46-01/06/2021 10:32:02-2;96711420;77130027;202106;376;104;0;LBGG46;22557922;01/06/2021 10:32:02;01/06/2021 14:32:02;2;-23,558965;-70,391210;39;01/06/2021 10:34:34;01/06/2021 14:34:34;10;1;0
LBGG46-01/06/2021 13:42:00-29;96711420;77130027;202106;376;104;1;LBGG46;22569320;01/06/2021 13:42:00;01/06/2021 17:42:00;29;-23,555302;-70,391238;24;01/06/2021 13:42:00;01/06/2021 17:42:00;13;1;0
LBGG46-01/06/2021 14:06:04-1;96711420;77130027;202106;376;104;0;LBGG46;22570764;01/06/2021 14:06:04;01/06/2021 18:06:04;1;-23,550443;-70,386567;26;01/06/2021 14:06:04;01/06/2021 18:06:04;14;0;0
LBGG46-01/06/2021 14:06:04-2;96711420;77130027;202106;376;104;0;LBGG46;22570764;01/06/2021 14:06:04;01/06/2021 18:06:04;2;-23,559978;-70,391147;31;01/06/2021 14:09:33;01/06/2021 18:09:33;14;0;0
LBGG46-01/06/2021 14:06:04-18;96711420;77130027;202106;376;104;0;LBGG46;22570764;01/06/2021 14:06:04;01/06/2021 18:06:04;18;-23,734462;-70,440137;46;01/06/2021 15:33:02;01/06/2021 19:33:02;14;0;0
LBGG46-01/06/2021 15:38:30-1;96711420;77130027;202106;376;104;1;LBGG46;22576310;01/06/2021 15:38:30;01/06/2021 19:38:30;1;-23,734670;-70,440217;41;01/06/2021 15:38:30;01/06/2021 19:38:30;15;1;0
LBGG46-01/06/2021 15:38:30-29;96711420;77130027;202106;376;104;1;LBGG46;22576310;01/06/2021 15:38:30;01/06/2021 19:38:30;29;-23,554917;-70,391360;16;01/06/2021 17:25:05;01/06/2021 21:25:05;15;1;0
